epoch,accuracy,loss,val_accuracy,val_loss
0,0.2152777761220932,3.1574208736419678,0.25833332538604736,1.8635789155960083
1,0.2958333194255829,1.7945430278778076,0.36944442987442017,1.6961181163787842
2,0.33541667461395264,1.6943196058273315,0.35624998807907104,1.6824818849563599
3,0.3652777671813965,1.6310150623321533,0.3673610985279083,1.6024398803710938
4,0.4009259343147278,1.5673855543136597,0.43611112236976624,1.5249698162078857
5,0.4157407283782959,1.517775058746338,0.43541666865348816,1.4763115644454956
6,0.4451389014720917,1.4714579582214355,0.45347222685813904,1.4849961996078491
7,0.45717594027519226,1.4296101331710815,0.4375,1.4577327966690063
8,0.4842592477798462,1.3648302555084229,0.4833333194255829,1.3925604820251465
9,0.5340277552604675,1.2714811563491821,0.5180555582046509,1.2764191627502441
10,0.5456018447875977,1.208694338798523,0.5673611164093018,1.1904314756393433
11,0.5766203999519348,1.136122703552246,0.5756944417953491,1.176509141921997
12,0.5789352059364319,1.1448551416397095,0.518750011920929,1.2097207307815552
13,0.5986111164093018,1.0638530254364014,0.5916666388511658,1.1359339952468872
14,0.6442129611968994,0.9871388673782349,0.6104166507720947,1.0424785614013672
15,0.6694444417953491,0.9056882262229919,0.6333333253860474,1.019934892654419
16,0.6803240776062012,0.8956599831581116,0.6166666746139526,1.055975079536438
17,0.7016203999519348,0.8511186242103577,0.6493055820465088,0.9768000841140747
18,0.7219907641410828,0.7803847193717957,0.6625000238418579,0.9762035012245178
19,0.7386574149131775,0.7208871245384216,0.6819444298744202,0.9184851050376892
20,0.7583333253860474,0.6678714752197266,0.6965277791023254,0.8857173323631287
21,0.7747685313224792,0.6162998676300049,0.6868055462837219,0.8922401666641235
22,0.7754629850387573,0.6172696948051453,0.7013888955116272,0.8904218673706055
23,0.8011574149131775,0.5634614825248718,0.7076388597488403,0.852591872215271
24,0.8162037134170532,0.5140656232833862,0.7222222089767456,0.8427850604057312
25,0.8314814567565918,0.47327563166618347,0.7250000238418579,0.8481794595718384
26,0.8400462865829468,0.4658384323120117,0.7291666865348816,0.8445338010787964
27,0.8560185432434082,0.41476696729660034,0.737500011920929,0.7862187027931213
28,0.8594907522201538,0.39614608883857727,0.7083333134651184,0.9279202818870544
29,0.8773148059844971,0.3620051145553589,0.7527777552604675,0.8067879676818848
30,0.8745370507240295,0.3623143136501312,0.7645833492279053,0.7758903503417969
31,0.8800926208496094,0.3376635015010834,0.7340278029441833,0.8646772503852844
32,0.8668981194496155,0.3725557029247284,0.7472222447395325,0.8651536107063293
33,0.9032407402992249,0.30175554752349854,0.7576388716697693,0.857492208480835
34,0.8694444298744202,0.42515960335731506,0.7493055462837219,0.8463881611824036
35,0.8842592835426331,0.3487999141216278,0.7423611283302307,0.9006035923957825
36,0.925694465637207,0.23434340953826904,0.7909722328186035,0.6950087547302246
37,0.9479166865348816,0.18574939668178558,0.800000011920929,0.6819943785667419
38,0.9502314925193787,0.17479152977466583,0.7965278029441833,0.6803632378578186
39,0.9513888955116272,0.16860494017601013,0.7965278029441833,0.6852836012840271
40,0.9534721970558167,0.16461621224880219,0.8020833134651184,0.6884778141975403
41,0.9546296000480652,0.16061323881149292,0.800694465637207,0.6833363175392151
42,0.9553240537643433,0.15693077445030212,0.7986111044883728,0.6908349990844727
43,0.9550926089286804,0.15411226451396942,0.8027777671813965,0.6910878419876099
44,0.960185170173645,0.14887063205242157,0.8027777671813965,0.6907562613487244
45,0.9590277671813965,0.14778999984264374,0.8020833134651184,0.6911611557006836
46,0.9587963223457336,0.14724449813365936,0.8027777671813965,0.6918212175369263
47,0.958564817905426,0.14695002138614655,0.8020833134651184,0.6921088099479675
48,0.9590277671813965,0.14667855203151703,0.8020833134651184,0.6925615072250366
49,0.9597222208976746,0.14598560333251953,0.8020833134651184,0.6926596164703369
50,0.9594907164573669,0.14594337344169617,0.8020833134651184,0.6926578879356384
51,0.9597222208976746,0.14589349925518036,0.8020833134651184,0.6927033066749573
52,0.9597222208976746,0.14585521817207336,0.8020833134651184,0.6927145719528198
53,0.9597222208976746,0.145827054977417,0.8013888597488403,0.6927292346954346
54,0.9597222208976746,0.14575527608394623,0.8020833134651184,0.6927286982536316
55,0.9597222208976746,0.14575237035751343,0.8013888597488403,0.6927396655082703
56,0.9597222208976746,0.14574888348579407,0.8013888597488403,0.6927430629730225
57,0.9597222208976746,0.14574547111988068,0.8013888597488403,0.6927464604377747
58,0.9597222208976746,0.1457410603761673,0.8020833134651184,0.692749559879303
